,rank,nct number,title,acronym,status,study results,conditions,interventions,outcome measures,sponsor/collaborators,gender,age,phases,enrollment,funded bys,study type,study designs,other ids,start date,primary completion date,completion date,first posted,results first posted,last update posted,locations,study documents,url,duration,ftype2,cond1,allocation,interv_mod2,mask1,purp1
10,11,NCT02877550,Obinutuzumab in Combination With Venetoclax in Previously Untreated Follicular Lymphoma Patients,,Completed,No Results Available,Follicular Lymphoma,Drug: Obinutuzumab|Drug: Venetoclax,Dose limiting toxicities (DLT) during the first cycle|Adverse events (AEs)|Laboratory safety variables|Complete response (CR)|Overall response (OR) based on best response observed during combination therapy.|Duration of response|Progression free survival (PFS),Swiss Group for Clinical Cancer Research,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1,25.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SAKK 35/15|2017-001175-23,2017-02-15,"April 28, 2020",2022-05-04,"August 24, 2016",,"June 10, 2022","Universitaetsspital Basel, Basel, Switzerland|Istituto Oncologico della Svizzera Italiana, Bellinzona, Switzerland|Inselspital, Bern, Bern, Switzerland|Kantonsspital Graubünden, Chur, Switzerland|Hopital Cantonal Universitaire de Geneve, Geneva, Switzerland|Kantonsspital - St. Gallen, St. Gallen, Switzerland",,https://ClinicalTrials.gov/show/NCT02877550,1904.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
11,12,NCT01561833,A Pilot Study of Sorafenib Examining Biomarkers in Refractory or Relapsed T-Cell Lymphoma Patients,,Completed,Has Results,T Cell Lymphoma,Drug: Sorafenib,Overall Response Rate,Yale University,All,"18 Years to 85 Years   (Adult, Older Adult)",Phase 1,12.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,0901004690,2009-10-01,May 2013,2013-06-01,"March 23, 2012","August 13, 2020","August 13, 2020","Yale Cancer Center, New Haven, Connecticut, United States",,https://ClinicalTrials.gov/show/NCT01561833,1339.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
12,13,NCT01504776,Phase I Study of Panobinostat + Bortezomib for Relapsed and/or Refractory Mantle Cell Lymphoma (MCL),BUS48T,Completed,No Results Available,Mantle Cell Lymphoma,Drug: Panobinostat|Drug: Bortezomib,Dose-Limiting Toxicity (DLT) and Maximum Tolerated Dose (MTD)|Observe the activity of the combination against Mantle Cell Lymphoma (MCL) in patients treated in this Phase I study.,Anand Jillella|Novartis Pharmaceuticals|Augusta University,All,"18 Years and older   (Adult, Older Adult)",Phase 1,3.0,Other|Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CLBH589BUS48T,2011-04-01,September 2014,2014-09-01,"January 5, 2012",,"September 19, 2014","Georgia Regents University, Augusta, Georgia, United States",,https://ClinicalTrials.gov/show/NCT01504776,1249.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
13,14,NCT04260932,CD19/CD20 Dual-CAR-T in B-cell Lymphoma Patients,,Completed,No Results Available,B-cell Lymphoma,Biological: CD19/CD20 Dual-CAR-T cells,Percentage of participants with adverse events.|Objective remission rate(ORR)|Relapse-Free Survival(RFS )|Overall-Survival(OS)|Persistence of CAR-T cells in vivo,"Hebei Yanda Ludaopei Hospital|China Immunotech (Beijing) Biotechnology Co., Ltd.",All,"1 Year to 80 Years   (Child, Adult, Older Adult)",Phase 1,12.0,Other|Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HXYT-006,2020-03-01,"May 10, 2021",2021-09-10,"February 7, 2020",,"March 8, 2022","Hebei Yanda Ludaopei Hospital, Sanhe, Hebei, China",,https://ClinicalTrials.gov/show/NCT04260932,558.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
14,15,NCT00028613,Radiolabeled Monoclonal Antibody in Treating Patients With Previously Treated Large Cell Lymphoma,,Completed,No Results Available,Lymphoma,Radiation: iodine I 131 monoclonal antibody Lym-1,,Case Comprehensive Cancer Center|National Cancer Institute (NCI),All,"18 Years and older   (Adult, Older Adult)",Phase 1,2.0,Other|NIH,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,BRLX1400|CWRU-BRLX-1400|BRLX-303680|CWRU-090036|NCI-G01-2038,2001-03-01,October 2001,2001-10-01,"June 30, 2003",,"January 9, 2014","Ireland Cancer Center, Cleveland, Ohio, United States",,https://ClinicalTrials.gov/show/NCT00028613,214.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
16,17,NCT01831505,Feasibility of Assessing Lymphoma Response to Precise Local Injection of Candidate Chemotherapy Agents,,Completed,No Results Available,Lymphoma,"Drug: Multiple drug microinjection: rituximab, vincristine, doxorubicin, bendamustine, prednisolone or a combination of them",Evaluation of the response to locally injected drugs|Evaluate the safety profile of multiple simultaneous microinjections using custom syringe,Presage Biosciences|National Institutes of Health (NIH)|National Cancer Institute (NCI)|Fred Hutchinson Cancer Center,All,"18 Years and older   (Adult, Older Adult)",Phase 1,4.0,Industry|NIH|Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,PRS-1|R42CA144104-02,2012-11-01,July 2013,2013-07-01,"April 15, 2013",,"February 27, 2017","Seattle Cancer Care Alliance, Seattle, Washington, United States",,https://ClinicalTrials.gov/show/NCT01831505,242.0,Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Other/Basic/Prevention
17,18,NCT00003741,Monoclonal Antibody Therapy in Treating Patients With Refractory Anaplastic Large Cell Lymphoma or Hodgkin's Lymphoma,,Completed,No Results Available,Lymphoma,Biological: monoclonal antibody HeFi-1,,Beth Israel Deaconess Medical Center|National Cancer Institute (NCI),All,"18 Years and older   (Adult, Older Adult)",Phase 1,,Other,Interventional,Masking: None (Open Label)|Primary Purpose: Treatment,BIDMC-97127|CDR0000066859|NEDH-97127|NCI-870|NCI-V99-1515,1999-02-01,,2007-12-01,"January 27, 2003",,"June 26, 2013","Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT00003741,3225.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
18,19,NCT00561756,Vaccine Therapy in Treating Patients With Recurrent B-Cell Lymphoma,,Completed,No Results Available,Lymphoma,Biological: plasmid DNA vaccine therapy|Other: flow cytometry|Other: immunoenzyme technique,Safety and immunogenicity|Antibody and T-cell responses against CD20|Antitumor response,Memorial Sloan Kettering Cancer Center|National Cancer Institute (NCI),All,"18 Years and older   (Adult, Older Adult)",Phase 1,8.0,Other|NIH,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,07-100|MSKCC-07100,2007-10-01,November 2015,2015-11-01,"November 21, 2007",,"November 17, 2015","Memorial Sloan-Kettering Cancer Center, New York, New York, United States",,https://ClinicalTrials.gov/show/NCT00561756,2953.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
19,20,NCT03381768,Peptide Vaccination Against PD-L1 and PD-L2 in Relapsed Follicular Lymphoma,,Completed,No Results Available,Follicular Lymphoma,Biological: PD-L2 peptide|Biological: PD-L2 and PD-L1 peptide,Adverse events evaluated by CTCAE 4.03|Immune responses,Lars Møller Pedersen|Herlev Hospital,All,"18 Years and older   (Adult, Older Adult)",Phase 1,8.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,FL1701|2017-002000-28,2017-12-12,"February 12, 2020",2020-02-12,"December 22, 2017",,"February 24, 2021","Herlev Hospital, Herlev, RegionH, Denmark",,https://ClinicalTrials.gov/show/NCT03381768,792.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
20,21,NCT00182650,Cellular Adoptive Immunotherapy in Treating Patients With Relapsed or Refractory Follicular Non-Hodgkin's Lymphoma,,Completed,No Results Available,Lymphoma,Biological: aldesleukin|Biological: rituximab|Biological: therapeutic autologous lymphocytes|Drug: fludarabine phosphate,,City of Hope Medical Center|National Cancer Institute (NCI),All,"16 Years to 70 Years   (Child, Adult, Older Adult)",Phase 1,5.0,Other|NIH,Interventional,Allocation: Non-Randomized|Masking: None (Open Label)|Primary Purpose: Treatment,CDR0000438797|R21CA105824|P30CA033572|CHNMC-IRB-01160,2004-06-01,March 2008,2008-03-01,"September 16, 2005",,"December 29, 2009","City of Hope Comprehensive Cancer Center, Duarte, California, United States",,https://ClinicalTrials.gov/show/NCT00182650,1369.0,Not Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
22,23,NCT03707093,Study of CD137 Agonist ADG106 With Advanced or Metastatic Solid Tumors and/or Non-Hodgkin Lymphoma,,Completed,No Results Available,"Solid Tumors, Non-Hodgkin Lymphoma",Drug: ADG106,Number of participants experiencing dose-limiting toxicities|Number of participants experiencing clinical and laboratory adverse events (AEs)|The area under the curve (AUC) of plasma concentration of drug|Maximum concentration (Cmax)|Time at which maximum concentration (Tmax)|Lowest plasma concentration (C[trough]),Adagene Inc,All,"18 Years and older   (Adult, Older Adult)",Phase 1,49.0,Industry,Interventional,Allocation: N/A|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ADG106-1001,2018-09-17,"January 24, 2022",2022-09-30,"October 16, 2018",,"October 18, 2022","Horizon Oncology Research, Lafayette, Indiana, United States|NEXT Oncology, San Antonio, Texas, United States",,https://ClinicalTrials.gov/show/NCT03707093,1474.0,Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
23,24,NCT03836768,BTK Inhibitor DTRMWXHS-12 in Mantle Cell Lymphoma,,Completed,No Results Available,Mantle Cell Lymphoma,Drug: DTRMWXHS-12,Safety: Incidence and severity of (serious) adverse events n each patient according to the NCI-CTCAE4.03 grading|concentration of drug in plasma,Zhejiang DTRM Biopharma,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 1,20.0,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,DTRM_DTRMWXHS-12_004,2019-01-11,"November 17, 2021",2021-11-17,"February 11, 2019",,"February 15, 2023","Peking University Cancer Hospital, Beijing, China",,https://ClinicalTrials.gov/show/NCT03836768,1041.0,Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
24,25,NCT01804335,CD5789 in Early Cutaneous T-Cell Lymphoma (CTCL),,Completed,No Results Available,Lymphoma,Drug: CD5789 0.01% Cream,Tolerance Score of CD5789 0.01% Cream,M.D. Anderson Cancer Center|Galderma R&D,All,"18 Years and older   (Adult, Older Adult)",Phase 1,11.0,Other|Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2012-0710|NCI-2014-01377,2013-02-01,March 2015,2015-03-01,"March 5, 2013",,"April 13, 2016","University of Texas MD Anderson Cancer Center, Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT01804335,758.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
25,26,NCT00777114,Phase 1 Study of Radiosensitization Using Bortezomib in Relapsed Non-Hodgkin's Lymphoma Patients Receiving Radioimmunotherapy,,Completed,No Results Available,Non-Hodgkin's Lymphoma,"Drug: bortezomib, tositumomab",The primary objectives of this study are to determine: a) The appropriate doses of bortezomib and 131I-tositumomab when used in combination. b) Toxicities of the combination treatment.,"Weill Medical College of Cornell University|Millennium Pharmaceuticals, Inc.|GlaxoSmithKline",All,"18 Years and older   (Adult, Older Adult)",Phase 1,31.0,Other|Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,0806009862,2007-04-01,"December 18, 2012",2012-12-18,"October 22, 2008",,"August 13, 2018","University of Michigan, Ann Arbor, Michigan, United States|Weill Cornell Medical College, New York, New York, United States",,https://ClinicalTrials.gov/show/NCT00777114,2088.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
26,27,NCT01022255,Autologous Vaccine for Follicular Lymphoma,,Completed,No Results Available,"Lymphoma, Follicular",Biological: Autologous FL vaccine,Proportion of patients with toxicities as assessed by the National Cancer Institute Common Terminology Criteria for Adverse Events (NCI/CTCAE) version 3.0 grade >/= 3 to the magnICON generated idiotype (Id) vaccine|Assessment of humoral idiotype-specific immune responses|Assessment of cellular idiotype-specific immune responses|Long-term safety/tolerability as determined by the proportion of patients with toxicities as assessed by the FDA CBER Guidance for Industry Toxicity Grading Scale in Preventive Vaccine Clinical Trials and the NCI/CTCAE version 4.02 grade >/= 3,Icon Genetics GmbH,All,"18 Years and older   (Adult, Older Adult)",Phase 1,28.0,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PMP0025-01,2010-01-01,October 2013,2013-10-01,"December 1, 2009",,"January 30, 2014","Burbank, California, United States|Dallas, Texas, United States|Dallas, Texas, United States",,https://ClinicalTrials.gov/show/NCT01022255,1369.0,Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
27,28,NCT03316144,"Safety, Tolerability, Pharmacokinetics & Pharmacodynamics of Toripalimab for Patients With Recurrent Malignant Lymphoma",,Completed,No Results Available,Malignant Lymphoma,Biological: Toripalimab,Number of participants with treatment-related adverse events as assessed by CTCAE v4.0|correlation analysis of PD-L1 expression of tumor|Objective Response Rate (ORR) by irRC and RECIST 1.1,"Shanghai Junshi Bioscience Co., Ltd.",All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,13.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Junshi-JS001-011,2017-07-12,"September 15, 2018",2019-12-30,"October 20, 2017",,"September 30, 2020","Blood Diseases Hospital, Chinese Academy of Medical Sciences, Tianjin, Tianjin, China",,https://ClinicalTrials.gov/show/NCT03316144,901.0,Not Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
28,29,NCT01275209,Study of HCD122 (Lucatumumab) and Bendamustine Combination Therapy in CD40+ Rituximab-refractory Follicular Lymphoma,LIFT,Completed,No Results Available,Follicular Lymphoma,Drug: HCD122,Incidence rate of dose-limiting toxicities and adverse events|Response rate,Novartis Pharmaceuticals|Novartis,All,"18 Years and older   (Adult, Older Adult)",Phase 1,1.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CHCD122A2104|2010-022350-17,2011-02-01,May 2012,2012-05-01,"January 12, 2011",,"December 8, 2020","Dana Farber Cancer Institute SC-5, Boston, Massachusetts, United States|Wayne State University/Karmanos Cancer Institute Dept.of KarmanosCancerInst (6), Detroit, Michigan, United States|Duke University Medical Center Duke Hem & Onc, Durham, North Carolina, United States|Sarah Cannon Research Institute SC - 2, Chattanooga, Tennessee, United States|Novartis Investigative Site, Prahran, Victoria, Australia|Novartis Investigative Site, Gent, Belgium|Novartis Investigative Site, Leuven, Belgium|Novartis Investigative Site, Toronto, Ontario, Canada|Novartis Investigative Site, Paris, France|Novartis Investigative Site, Torino, TO, Italy|Novartis Investigative Site, Barcelona, Cataluña, Spain|Novartis Investigative Site, Madrid, Spain",,https://ClinicalTrials.gov/show/NCT01275209,455.0,Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
29,30,NCT00389051,A Phase I Study of Bendamustine Hydrochloride in Patients With Indolent B-cell Non-Hodgkin's Lymphoma,,Completed,No Results Available,Non-Hodgkin's Lymphoma,Drug: bendamustine hydrochloride,"Non-Hematological toxicity; > grade three(CTCAE v.3.0), during the treatment cycle (twenty one days)|All adverse events or adverse reactions, during the treatment cycle (twenty one days)|Pharmacokinetics profile",SymBio Pharmaceuticals,All,"20 Years to 75 Years   (Adult, Older Adult)",Phase 1,9.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2006001,2006-10-31,"July 5, 2007",2007-10-26,"October 17, 2006",,"October 22, 2020","Kanagawa, Japan|Kyoto, Japan|Nagoya, Japan|Tokyo, Japan",,https://ClinicalTrials.gov/show/NCT00389051,360.0,Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
30,31,NCT02776813,Study of ACTR087 in Subjects With Relapsed or Refractory B-cell Lymphoma,,Completed,No Results Available,Lymphoma,Biological: ACTR087|Biological: rituximab,"Safety as assessed by dose limiting toxicities (DLTs)|Safety as assessed by determination of the maximum tolerated dose (MTD)|Safety as assessed by determination of the recommended phase 2 dose (RP2D)|Safety as assessed by and adverse events, laboratory assessments and physical examinations|Safety as assessed by mini-mental state examination (MMSE)|Overall response rate|Duration of response|Progression free survival|Overall survival","Cogent Biosciences, Inc.",All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 1,34.0,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,UT-201501|ATTCK-20-2,2016-08-01,"February 12, 2020",2020-02-12,"May 18, 2016",,"March 31, 2020","Banner MD Anderson Cancer Center, Gilbert, Arizona, United States|Yale University, New Haven, Connecticut, United States|Loyola University Chicago, Maywood, Illinois, United States|Indiana Bone and Marrow Transplantation, Indianapolis, Indiana, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States|Ohio State University, Columbus, Ohio, United States",,https://ClinicalTrials.gov/show/NCT02776813,1290.0,Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
